rank,domain,company_name,country,sector
1762,iwgplc.com,"IWG plc","United Kingdom","Other"
1763,iyogin-hd.co.jp,"Iyogin Holdings"," Inc.","Japan"
1764,jdwetherspoon.com,"J D Wetherspoon","United Kingdom","Healthcare"
1765,j-front-retailing.com,"J. Front Retailing","Japan","Retail & E-commerce"
1766,jabalomar.com.sa,"Jabal Omar Development Co.","Saudi Arabia","Other"
1767,jaber-pharma.com,"Jaber Ebne Hayyan Pharmaceutical Company","Iran","Healthcare"
1768,jac.com.cn,"JAC Group","People's Republic of China","Transportation & Logistics"
1769,jadwua.com,"Jadwa REIT Al Haramain Fund","Saudi Arabia","Other"
1770,reit.jadwa.com,"Jadwa REIT Saudi Fund","Saudi Arabia","Other"
1771,jains.com,"Jain Irrigation Systems Limited","India","Other"
1772,jihd.co.id,"Jakarta International Hotels & Development","Indonesia","Other"
1773,jsi.co.id,"Jakarta Setiabudi Internasional","Indonesia","Other"
1774,jamnica.company,"Jamnica","Croatia","Other"
1775,janatabank.com.np,"Janata Bank Nepal Limited","Nepal","Banking & Finance"
1776,jal.co.jp,"Japan Airlines","Japan","Other"
1777,j-display.com,"Japan Display","Japan","Technology"
1778,jpx.co.jp,"Japan Exchange Group","Japan","Banking & Finance"
1779,jrfreight.co.jp,"Japan Freight Railway Company","Japan","Transportation & Logistics"
1780,jot.co.jp,"Japan Oil Transportation","Japan","Transportation & Logistics"
1781,jp-bank.japanpost.jp,"Japan Post Bank","Japan","Banking & Finance"
1782,japanpost.jp,"Japan Post Holdings","Japan","Banking & Finance"
1783,jt.com,"Japan Tobacco","Japan","Other"
1784,japfacomfeed.co.id,"JAPFA Comfeed Indonesia","Indonesia","Other"
1785,jarir.com,"Jarir Bookstore","Saudi Arabia","Retail & E-commerce"
1786,ipcmarine.co.id,"Jasa Armada Indonesia","Indonesia","Critical Infrastructure"
1787,jasamarga.com,"Jasa Marga","Indonesia","Other"
1788,jasic.com.cn,"Jasic Technology","People's Republic of China","Other"
1789,jasnita.co.id,"Jasnita Telekomindo","Indonesia","Critical Infrastructure"
1790,jasuindo.co.id,"Jasuindo Tiga Perkasa","Indonesia","Other"
1791,jawattie.com,"Jaya Agra Wattie","Indonesia","Other"
1792,jbi.reqcode.com,"Jaya Bersama Indo","Indonesia","Other"
1793,jayakonstruksi.com,"Jaya Konstruksi Manggala Pratama","Indonesia","Critical Infrastructure"
1794,jayaproperty.com,"Jaya Real Property","Indonesia","Critical Infrastructure"
1795,tanrise.com,"Jaya Sukses Makmur Sentosa","Indonesia","Critical Infrastructure"
1796,jatigroup.com,"Jaya Trishindo","Indonesia","Critical Infrastructure"
1797,jazadco.com.sa,"Jazan Energy and Development Co.","Saudi Arabia","Other"
1798,jbfg.com,"JB Financial Group","South Korea","Banking & Finance"
1799,jbhifi.com.au,"JB Hi-Fi","New Zealand","Retail & E-commerce"
1800,jdl.cn,"JD Logistics","People's Republic of China","Other"
1801,jdsports.com,"JD Sports","United Kingdom","Retail & E-commerce"
1802,jd.com,"JD.com","People's Republic of China","Retail & E-commerce"
1803,n-kokudo.co.jp,"JDC Corporation","Japan","Other"
1804,jeanswest.co.nz,"Jeanswest","Australia","Retail & E-commerce"
1805,jejuair.net,"Jeju Air","South Korea","Other"
1806,jembo.com,"Jembo Cable Company","Indonesia","Other"
1807,jeol.com,"JEOL","Japan","Other"
1808,jbbank.co.kr,"JEONBUK BANK","South Korea","Other"
1809,jervoisglobal.com,"JERVOIS GLOBAL LIMITED","Australia","Other"
1810,jfe-holdings.co.jp,"JFE Holdings","Japan","Other"
1811,jfrog.com,"JFrog Ltd","Israel","Other"
1812,jgc.com,"JGC Holdings Corporation","Japan","Other"
1813,jmc.com.cn,"Jiangling Motors","People's Republic of China","Transportation & Logistics"
1814,cnanotechnology.com,"Jiangsu Cnano Technology","People's Republic of China","Other"
1815,jsexpressway.com,"Jiangsu Expressway Company","People's Republic of China","Other"
1816,jsgx.net,"Jiangsu Guoxin Corporation Limited","People's Republic of China","Other"
1817,hrs.com.cn,"Jiangsu Hengrui Medicine","People's Republic of China","Healthcare"
1818,saintycorp.com,"Jiangsu Sainty Corporation Limited","People's Republic of China","Other"
1819,cesm.com.cn,"Jiangsu Wujiang China Eastern SilkMarket","People's Republic of China","Other"
1820,jianshe.com.cn,"Jianshe Vehicle System","People's Republic of China","Other"
1821,en.jdsn.com.cn,"Jidong Cement","People's Republic of China","Other"
1822,jsun.com.tw,"Jih Sun Financial Holding","Taiwan","Banking & Finance"
1823,jihuachina.com,"Jihua Group Corporation Limited","People's Republic of China","Other"
1824,jnmc.com,"Jinchuan Group","People's Republic of China","Other"
1825,jdcmoly.com,"Jinduicheng Molybdenum","People's Republic of China","Other"
1826,jjtz.com,"Jinjiang Investment","People's Republic of China","Other"
1827,jinjianghotels.sh.cn,"Jinjiang Shares","People's Republic of China","Other"
1828,jjtravel.com,"Jinjiang Travel","People's Republic of China","Other"
1829,jinkeculture.com,"Jinke","People's Republic of China","Other"
1830,jxjt.norincogroup.com.cn,"Jinxi Industries Group","People's Republic of China","Other"
1831,jiugang.com,"Jiuquan Steel","People's Republic of China","Other"
1832,jznyjt.com,"Jizhong Energy","People's Republic of China","Energy & Utilities"
1833,jknglobalgroup.com,"JKN Global Group","Thailand","Media & Entertainment"
1834,keells.com,"John Keells Holdings","Sri Lanka","Other"
1835,woodplc.com,"John Wood Group plc","United Kingdom","Energy & Utilities"
1836,johnsoncontrols.com,"Johnson Controls","Belgium","Other"
1837,johnsonelectric.com,"Johnson Electric","People's Republic of China","Transportation & Logistics"
1838,jztey.com,"Jointown Pharmaceutical Group","People's Republic of China","Healthcare"
1839,joshihydropower.com,"Joshi Hydropower Development Company Ltd","Nepal","Other"
1840,joyce.com,"Joyce Boutique","People's Republic of China","Other"
1841,joyfulhonda.com,"Joyful Honda","Japan","Other"
1842,joyfull.co.jp,"Joyfull","Japan","Retail & E-commerce"
1843,joyoung.com,"Joyoung","People's Republic of China","Other"
1844,joyson.cn,"Joyson Electronics","People's Republic of China","Technology"
1845,joyy.com,"Joyy","People's Republic of China","Other"
1846,jsti.com,"JSTI Group Limited","People's Republic of China","Other"
1847,jsw.in,"JSW Steel Ltd","India","Other"
1848,jubl.com,"Jubilant Life Sciences (India)","India","Healthcare"
1849,judo.bank,"Judo Bank","Australia","Banking & Finance"
1850,group.jumia.com,"Jumià","Egypt","Retail & E-commerce"
1851,juneyao.com,"Juneyao Group","People's Republic of China","Other"
1852,jungo.com,"Jungo Connectivity Ltd","Israel","Other"
1853,justeattakeaway.com,"Just Eat Takeaway","Netherlands","Retail & E-commerce"
1854,justsystems.com,"JustSystems","Japan","Technology"
1855,jbbl.com.np,"Jyoti Development Bank Limited","Nepal","Banking & Finance"
1856,jype.com,"JYP Entertainment","South Korea","Other"
1857,kabelindo.co.id,"Kabelindo Murni","Indonesia","Other"
1858,kadimastem.com,"Kadimastem","Israel","Technology"
1859,group.kadokawa.co.jp,"Kadokawa Corporation","Japan","Other"
1860,shoten.kadokawa.co.jp,"Kadokawa Shoten","Japan","Other"
1861,kagome.co.jp,"Kagome","Japan","Other"
1862,kailashbank.com,"Kailash Bikas Bank Ltd.","Nepal","Banking & Finance"
1863,corporate.kakaku.com,"Kakaku.com"," Inc.","Japan"
1864,kakaogamescorp.com,"Kakao Games","South Korea","Other"
1865,kalbe.co.id,"Kalbe Farma","Indonesia","Retail & E-commerce"
1866,kalleh.com,"Kalleh Dairy","Iran","Other"
1867,kamada.com,"Kamada Ltd.","Israel","Healthcare"
1868,kanadevia.com,"Kanadevia Corporation","Japan","Other"
1869,kanachu.co.jp,"Kanagawa Chuo Kotsu","Japan","Transportation & Logistics"
1870,en.kandivehicle.com,"Kandi Technologies","People's Republic of China","Transportation & Logistics"
1871,kaneka.co.jp,"Kaneka Corporation","Japan","Other"
1872,kangwonland.high1.com,"Kangwon Land","South Korea","Critical Infrastructure"
1873,kepco.co.jp,"Kansai Electric Power Company","Japan","Other"
1874,kansai.co.jp,"Kansai Paint","Japan","Other"
1875,kansaiurban.co.jp,"Kansai Urban Banking Corporation","Japan","Other"
1876,kao.com,"Kao Corporation","Japan","Other"
1877,kaonmedia.com,"KAONMEDIA","South Korea","Other"
1878,ptkpc.com,"Kapuas Prima Coal","Indonesia","Energy & Utilities"
1879,kardan-nadlan.co.il,"Kardan Real Estate Enterprise And Development Ltd","Israel","Other"
1880,kbag.co.id,"Karya Bersama Anugerah","Indonesia","Critical Infrastructure"
1881,kaskifinance.com.np,"Kaski Finance Limited","Nepal","Banking & Finance"
1882,kaspi.kz,"Kaspi.kz Joint Stock Company","Kazakhstan","Other"
1883,kdbl.com.np,"Kasthamandap Development Bank Limited","Nepal","Banking & Finance"
1884,kato-works.co.jp,"Kato Works Co.","Japan","Other"
1885,global.kawasaki.com,"Kawasaki Heavy Industries","Japan","Other"
1886,kawakin.co.jp,"Kawasaki Kinkai Kisen","Japan","Other"
1887,jababeka.com,"Kawasan Industri Jababeka","Indonesia","Critical Infrastructure"
1888,kyb.co.jp,"Kayaba","Japan","Transportation & Logistics"
1889,mykazakhmys.kz,"Kazakhmys","Kazakhstan","Energy & Utilities"
1890,kmg.kz,"KazMunayGas","Kazakhstan","Energy & Utilities"
1891,bukopin.co.id,"KB Bank","Indonesia","Banking & Finance"
1892,kbfg.com,"KB Financial Group","South Korea","Banking & Finance"
1893,kbfng.com,"KB Kookmin Bank","South Korea","Banking & Finance"
1894,kbc.com,"KBC Group","Belgium","Insurance"
1895,kccworld.net,"KCC Engineering & Construction","South Korea","Other"
1896,kccglass.co.kr,"KCC Glass","South Korea","Other"
1897,kcell.kz,"Kcell","Kazakhstan","Telecommunications"
1898,kddi.com,"KDDI","Japan","Telecommunications"
1899,kecrpg.com,"KEC International","India","Other"
1900,grhakedoya.com,"Kedoya Adyaraya","Indonesia","Other"
1901,keetai.com.tw,"Kee Tai Properties Co. Ltd.","Taiwan","Critical Infrastructure"
1902,keifuku.co.jp,"Keifuku Electric Railroad","Japan","Transportation & Logistics"
1903,keihan-holdings.co.jp,"Keihan Holdings","Japan","Other"
1904,haneda-tokyo-access.com,"Keikyu","Japan","Transportation & Logistics"
1905,keio.co.jp,"Keio","Japan","Transportation & Logistics"
1906,keisei.co.jp,"Keisei Electric Railway","Japan","Transportation & Logistics"
1907,kemen.cn,"Kemen Noodle Manufacturing","People's Republic of China","Other"
1908,kencanaenergy.co.id,"Kencana Energi Lestari","Indonesia","Critical Infrastructure"
1909,kenkomayo.co.jp,"Kenko Mayonnaise","Japan","Other"
1910,kenon-holdings.com,"Kenon Holdings Ltd","Israel","Other"
1911,kepco-enc.com,"KEPCO Engineering & Construction Company","South Korea","Other"
1912,kps.co.kr,"KEPCO Plant Service & Engineering Co.","South Korea","Other"
1913,keppel.com,"Keppel Ltd.","Singapore","Other"
1914,kiaceramics.com,"Keramika Indonesia Assosiasi","Indonesia","Other"
1915,kerryprops.com,"Kerry Properties","Hong Kong","Other"
1916,darong56.cn,"Kerry TJ Logistics","Taiwan","Other"
1917,kbri.co.id,"Kertas Basuki Rachmat Indonesia","Indonesia","Other"
1918,kerur-holdings.co.il,"Kerur Holdings Ltd","Israel","Other"
1919,bki.ir,"Keshavarzi Bank","Iran","Banking & Finance"
1920,keyence.com,"Keyence","Japan","Technology"
1921,keystoneisrael.com,"Keystone Reit Ltd","Israel","Other"
1922,inicis.com,"KG Inicis","South Korea","Other"
1923,mobilians.co.kr,"KG Mobilians","South Korea","Other"
1924,kghm.com,"KGHM Polska Miedź","Poland","Energy & Utilities"
1925,kgi.com,"KGI Financial Holding","Taiwan","Banking & Finance"
1926,kgilife.com.tw,"KGI Life Insurance Company","Taiwan","Insurance"
1927,kia.com,"Kia","South Korea","Transportation & Logistics"
1928,kikkoman.co.jp,"Kikkoman","Japan","Other"
1929,kimadia.gov.iq,"kimadia","Iraq","Other"
1930,kimiafarma.co.id,"Kimia Farma","Indonesia","Retail & E-commerce"
1931,king-long.com,"King Long","People's Republic of China","Transportation & Logistics"
1932,customer.ktb.com.tw,"King's Town Bank","Taiwan","Banking & Finance"
1933,kingdee.com,"Kingdee","People's Republic of China","Technology"
1934,kingdom.com.sa,"Kingdom Holding Company","Saudi Arabia","Other"
1935,kingfisher.com,"Kingfisher plc","United Kingdom","Retail & E-commerce"
1936,kingsoft.com,"Kingsoft","Hong Kong","Other"
1937,kingswim.com.au,"Kingswim","Australia","Other"
1938,kinkisharyo.co.jp,"Kinki Sharyo","Japan","Other"
1939,kino.co.id,"Kino Indonesia","Indonesia","Retail & E-commerce"
1940,d-kintetsu.co.jp,"Kintetsu Department Store","Japan","Retail & E-commerce"
1941,kintetsu-g-hd.co.jp,"Kintetsu Group Holdings","Japan","Other"
1942,kwe.co.jp,"Kintetsu World Express","Japan","Transportation & Logistics"
1943,kioson.com,"Kioson Komersial Indonesia","Indonesia","Retail & E-commerce"
1944,kiranamegatara.com,"Kirana Megatara","Indonesia","Other"
1945,kirinholdings.com,"Kirin Holdings","Japan","Retail & E-commerce"
1946,kisco.co.kr,"KISCO","South Korea","Other"
1947,kishrey-teufa.co.il,"Kishrey Teufa","Israel","Other"
1948,kiswire.com,"KISWIRE","South Korea","Other"
1949,kitakoudensha.co.jp,"KITA KOUDENSHA Corporation","Japan","Other"
1950,kitalive.co.jp,"Kitalive","Japan","Other"
1951,kiwoom.com,"Kiwoom Securities","South Korea","Other"
1952,klab.jp,"KLab","Japan","Other"
1953,kleannara.co.kr,"Klean Nara","South Korea","Other"
1954,klil.co.il,"Klil Industries Ltd.","Israel","Other"
1955,kmi.co.id,"KMI Wire and Cable","Indonesia","Other"
1956,knafaim.co.il,"Knafaim Holdings Ltd.","Israel","Other"
1957,madinahkec.com,"Knowledge Economic City"," Medina","Saudi Arabia"
1958,kntcthd.co.jp,"KNT-CT Holdings","Japan","Other"
1959,kobebussan.co.jp,"Kobe Bussan","Japan","Other"
1960,shintetsu.co.jp,"Kobe Electric Railway","Japan","Transportation & Logistics"
1961,kobexindo.com,"Kobexindo Tractors","Indonesia","Other"
1962,koc.com.tr,"Koç Holding","Turkey","Other"
1963,koeitecmo.co.jp,"Koei Tecmo Holdings","Japan","Other"
1964,kofola.cz,"Kofola ČeskoSlovensko","Czech Republic","Retail & E-commerce"
1965,kogan.com.au,"Kogan Technologies","Australia","Retail & E-commerce"
1966,kohyoung.com,"Koh Young Technology (South Korea)","South Korea","Other"
1967,kolmar.co.kr,"Kolmar Korea Co."," Ltd.","South Korea"
1968,kolonenp.com,"Kolon ENP","South Korea","Other"
1969,kolon.co.kr,"Kolon","South Korea","Other"
1970,hld.com,"KOLOUR","Hong Kong","Critical Infrastructure"
1971,komori.com,"Komori","Japan","Other"
1972,komputronik.com,"Komputronik","Poland","Other"
1973,konai.com,"Kona I","South Korea","Other"
1974,konami.com,"Konami","Japan","Other"
1975,ir.kongzhong.com,"Kongzhong","People's Republic of China","Other"
1976,kmbs.konicaminolta.us,"Konica Minolta","Japan","Technology"
1977,philips.com,"Koninklijke Philips NV","Netherlands","Technology"
1978,konka.com,"Konka Group","People's Republic of China","Technology"
1979,koreaaero.com,"Korea Aerospace Industries","South Korea","Defence & Security"
1980,kdhc.co.kr,"Korea District Heating Corporation","South Korea","Other"
1981,wowtv.co.kr,"Korea Economy TV","South Korea","Other"
1982,home.kepco.co.kr,"Korea Electric Power Corporation","South Korea","Other"
1983,crosscert.com,"Korea Electronic Certification Authority","South Korea","Other"
1984,knn.co.kr,"Korea New Network","South Korea","Other"
1985,koreazinc.co.kr,"Korea Zinc Co.","South Korea","Other"
1986,koreanre.co.kr,"Korean Reinsurance Company","South Korea","Banking & Finance"
1987,kornic.co.kr,"Kornic Automation","South Korea","Technology"
1988,kornit.com,"Kornit Digital","Israel","Other"
1989,korzinka.uz,"Korzinka","Uzbekistan","Other"
1990,kosarfci.ir,"Kosar Credit Institution","Iran","Banking & Finance"
1991,kotasatuproperti.com,"Kota Satu Properti","Indonesia","Critical Infrastructure"
1992,kotak.com,"Kotak Mahindra Bank","India","Banking & Finance"
1993,kpit.com,"KPIT Technologies","India","Other"
1994,krakatausteel.com,"Krakatau Steel","Indonesia","Other"
1995,kresnainvestments.com,"Kresna Graha Investama","Indonesia","Banking & Finance"
1996,kjn.id,"Krida Jaringan Nusantara","Indonesia","Critical Infrastructure"
1997,kt.com,"KT Corporation","South Korea","Other"
1998,kuangchiscience.com,"KuangChi Science Limited","Hong Kong","Defence & Security"
1999,kubota.com,"Kubota","Japan","Other"
2000,home.kuehne-nagel.com,"Kuehne + Nagel","Switzerland","Transportation & Logistics"
2001,kumagaigumi.co.jp,"Kumagai Gumi","Japan","Critical Infrastructure"
2002,kumaribank.com,"Kumari Bank Limited","Nepal","Banking & Finance"
2003,kumhoenc.com,"Kumho Engineering and Construction","South Korea","Other"
2004,cnpc.com.hk,"Kunlun Energy","Hong Kong","Energy & Utilities"
2005,investor.kurasushi.tw,"Kura Sushi Asia","Taiwan","Other"
2006,kurasushi.co.jp,"Kura Sushi","Japan","Other"
2007,kureha.co.jp,"Kureha","Japan","Other"
2008,markaz.com,"Kuwait Financial Centre (Markaz)","Kuwait","Banking & Finance"
2009,kuwazawa.co.jp,"Kuwazawa Corporation","Japan","Other"
2010,kvarts.uz,"Kvarts","Uzbekistan","Other"
2011,acronadlan.com,"Kvutzat Acro Ltd","Israel","Other"
2012,cgzfs.com,"KWANGCHOW FRIENDSHIP STORE","People's Republic of China","Retail & E-commerce"
2013,moutaichina.com,"Kweichow Moutai Company","People's Republic of China","Other"
2014,kyoboaxa-im.co.kr,"KYOBO AXA Investment Managers Co."," Ltd.","South Korea"
2015,global.kyocera.com,"Kyocera","Japan","Technology"
2016,kyodoprinting.co.jp,"Kyodo Printing","Japan","Other"
2017,kyoritsugroup.co.jp,"Kyoritsu Maintenance","Japan","Other"
2018,kyotohotel.co.jp,"Kyoto Hotel","Japan","Other"
2019,kyowa-kirin.co.jp,"Kyowa Kirin","Japan","Other"
2020,kyungin.co.kr,"Kyungin Synthetic Corporation","South Korea","Other"
2021,kyuden.co.jp,"Kyushu Electric Power","Japan","Other"
2022,jrkyushu.co.jp,"Kyushu Railway Company","Japan","Transportation & Logistics"
2023,lahavgroup.co.il,"Lahav L.r. Real Estate Ltd","Israel","Other"
2024,lakala.com,"Lakala","People's Republic of China","Banking & Finance"
2025,lancartamasejati.com,"Lancartama Sejati","Indonesia","Critical Infrastructure"
2026,lhbank.co.th,"Land and Houses Bank","Thailand","Other"
2027,langgengmakmur.com,"Langgeng Makmur Industri","Indonesia","Retail & E-commerce"
2028,lankagraphite.com.au,"Lanka Graphite Limited","Australia","Energy & Utilities"
2029,laofengxiang.com,"Lao Feng Xiang Company Limited","People's Republic of China","Other"
2030,laox.co.jp,"Laox","Japan","Retail & E-commerce"
2031,lapidoth.co.il,"Lapidoth Capital Ltd","Israel","Other"
2032,larsentoubro.com,"Larsen & Toubro","India","Other"
2033,lautan-luas.com,"Lautan Luas","Indonesia","Other"
2034,lawson.co.jp,"Lawson","Japan","Retail & E-commerce"
2035,laxmibank.com,"Laxmi Bank Limited","Nepal","Banking & Finance"
2036,lazard.com,"Lazard","Singapore","Banking & Finance"
2037,lazurde.com,"Lazurde Company for Jewelry","Saudi Arabia","Other"
2038,lckglobal.co.id,"LCK Global Kedaton","Indonesia","Critical Infrastructure"
2039,le.com,"Le.com","People's Republic of China","Other"
2040,hnatechinv.com,"Leadway Technology Investment Group Limited","People's Republic of China","Other"
2041,legendholdings.com.cn,"Legend Holdings","People's Republic of China","Other"
2042,leica-camera.com,"Leica Camera","Germany","Other"
2043,lemontreehotels.com,"Lemon Tree Hotels","India","Healthcare"
2044,lendlease.com,"Lendlease","Australia","Critical Infrastructure"
2045,lenovo.com,"Lenovo","People's Republic of China","Technology"
2046,hnlens.com,"Lens Technology","People's Republic of China","Other"
2047,leopictures.co.id,"Leo Pictures","Indonesia","Other"
2048,lesico.com,"Lesico Ltd","Israel","Other"
2049,levinstein.co.il,"Levinstein Properties Ltd","Israel","Other"
2050,lg.co.kr,"LG Corp.","South Korea","Other"
2051,lgdisplay.com,"LG Display","South Korea","Technology"
2052,lg.com,"LG Electronics","South Korea","Retail & E-commerce"
2053,cjhellovision.com,"LG Hellovision","South Korea","Other"
2054,lginnotek.com,"LG Innotek","South Korea","Other"
2055,uplus.co.kr,"LG Uplus","South Korea","Telecommunications"
2056,lining.com,"Li-Ning Company Limited","People's Republic of China","Other"
2057,ir.lianzhong.com,"Lianzhong","People's Republic of China","Other"
2058,chengda.com.cn,"Liaoning Chengda","People's Republic of China","Other"
2059,lbr.co.il,"Libra Insurance Company Ltd","Israel","Insurance"
2060,libwork.co.jp,"LibWork.","Japan","Other"
2061,lifan.com,"Lifan Group","People's Republic of China","Transportation & Logistics"
2062,licnepal.com.np,"Life Insurance Co. Nepal","Nepal","Insurance"
2063,licindia.in,"Life Insurance Corporation of India","India","Banking & Finance"
2064,life360.com,"LIFE360 INC.","Australia","Other"
2065,lifestylehk.com.hk,"Lifestyle International Holdings","People's Republic of China","Other"
2066,limas.com,"Limas Indonesia Makmur","Indonesia","Technology"
2067,linde.com,"Linde Group","United Kingdom","Other"
2068,lineagecell.com,"Lineage Cell Therapeutics","Israel","Technology"
2069,linekong.com,"Linekong","People's Republic of China","Other"
2070,lbgold.com,"Lingbao Gold","People's Republic of China","Energy & Utilities"
2071,lingyun.com.cn,"Lingyun Industrial Corporation","People's Republic of China","Transportation & Logistics"
2072,linhaigroup.com,"Linhai","People's Republic of China","Other"
2073,linkreit.com,"Link REIT","People's Republic of China","Other"
2074,liontravel.com,"Lion Travel Service","Taiwan","Other"
2075,lippo-cikarang.com,"Lippo Cikarang","Indonesia","Critical Infrastructure"
2076,lippoinsurance.com,"Lippo General Insurance","Indonesia","Banking & Finance"
2077,lippokarawaci.co.id,"Lippo Karawaci","Indonesia","Critical Infrastructure"
2078,lippoltd.com.hk,"LIPPO LIMITED","Hong Kong","Other"
2079,lipposecurities.co.id,"Lippo Securities","Indonesia","Other"
2080,liveperson.com,"Liveperson Inc.","Israel","Other"
2081,lctglobal.com,"Living Cell Technologies","New Zealand","Other"
2082,livzon.com.cn,"Livzon Pharmaceutical Group Inc.","People's Republic of China","Other"
2083,lixil-group.co.jp,"LIXIL Group","Japan","Other"
2084,loghmanpharma.com,"Loghman Pharmaceuticals","Iran","Healthcare"
2085,logindo.com,"Logindo Samudramakmur","Indonesia","Critical Infrastructure"
2086,loginet-japan.com,"Loginet Japan","Japan","Other"
2087,logitech.com,"Logitech","Switzerland","Other"
2088,corp.logly.co.jp,"LOGLY","Japan","Other"
2089,longi.com,"LONGi Green Energy Technology","People's Republic of China","Other"
2090,clypg.com.cn,"Longyuan Power","People's Republic of China","Other"
2091,loomis.com,"Loomis","Sweden","Other"
2092,lottechem.co.id,"Lotte Chemical Titan","Indonesia","Other"
2093,lottechem.my,"Lotte Chemical Titan","Malaysia","Other"
2094,lottechilsung.co.kr,"Lotte Chilsung","South Korea","Other"
2095,lotte.co.kr,"Lotte Corporation","South Korea","Other"
2096,lottefinechem.com,"Lotte Fine Chemical","South Korea","Other"
2097,himart.co.kr,"Lotte Himart","South Korea","Retail & E-commerce"
2098,lotteins.co.kr,"Lotte Insurance","South Korea","Insurance"
2099,ir.lotteshopping.com,"Lotte Shopping","South Korea","Other"
2100,lottetour.com,"Lotte Tour Development","South Korea","Other"
2101,lovisa.com.au,"Lovisa","Australia","Retail & E-commerce"
2102,loxley.co.th,"Loxley Pacific","Thailand","Other"
2103,lselectric.co.kr,"LS Electiric","South Korea","Other"
2104,lsnetworks.co.kr,"LS Networks","South Korea","Other"
2105,luckincoffee.com,"Luckin Coffee","People's Republic of China","Other"
2106,lucky-cement.com,"Lucky Cement","Pakistan","Other"
2107,lu.com,"Lufax","People's Republic of China","Banking & Finance"
2108,lukfook.com,"Lukfook Jewellery","People's Republic of China","Other"
2109,lukoil.com,"Lukoil","Russia","Energy & Utilities"
2110,lumbinifinance.com.np,"Lumbini Finance Ltd.","Nepal","Banking & Finance"
2111,lumenis.com,"Lumenis","Israel","Other"
2112,lungyengroup.com.tw,"Lungyen","Taiwan","Other"
2113,luokung.com,"Luokong Technology","People's Republic of China","Other"
2114,zhglb.com,"Luoyang Glass","People's Republic of China","Other"
2115,lupin.com,"Lupin Ltd.","India","Healthcare"
2116,luxoft.com,"Luxoft","Vietnam","Technology"
2117,luxshare-ict.com,"Luxshare","People's Republic of China","Other"
2118,lzlj.com.cn,"Luzhou Laojiao","People's Republic of China","Retail & E-commerce"
2119,lgicorp.com,"LX International","South Korea","Other"
2120,lycorp.co.jp,"LY Corporation","Japan","Other"
2121,lygend.com,"Lygend Resource Technology Co."," Ltd.","People's Republic of China"
2122,lynascorp.com,"Lynas","Australia","Energy & Utilities"
2123,mcash.id,"M Cash Integrasi","Indonesia","Retail & E-commerce"
2124,m-park.co.kr,"M Park Co."," Ltd.","South Korea"
2125,mafinancial.com,"MA Financial Group Limited","Australia","Banking & Finance"
2126,maaden.com.sa,"Maaden","Saudi Arabia","Energy & Utilities"
2127,magang.com.hk,"Maanshan Iron & Steel Company Limited","People's Republic of China","Other"
2128,machbank.com,"Machhapuchhre Bank","Nepal","Banking & Finance"
2129,macquarie.com,"Macquarie Group","Australia","Banking & Finance"
2130,macquarie.com,"Macquarie Korea Infrastructure Fund","South Korea","Other"
2131,macrogen.com,"Macrogen","South Korea","Other"
2132,molindo.co.id,"Madusari Murni Indah","Indonesia","Other"
2133,maeil.com,"Maeil Dairies","South Korea","Other"
2134,maggiebeerholdings.com.au,"Maggie Beer Holdings","Australia","Other"
2135,magicsoftware.com,"Magic Software Enterprises Ltd.","Israel","Technology"
2136,magnafinance.co.id,"Magna Investama Mandiri","Indonesia","Other"
2137,thekahyangansolo.com,"Maha Properti Indonesia","Indonesia","Critical Infrastructure"
2138,mahakamedia.com,"Mahaka Media","Indonesia","Other"
2139,mari.co.id,"Mahaka Radio Integra","Indonesia","Other"
2140,yetibank.com,"Mahalaxmi Bikas Bank Ltd.","Nepal","Banking & Finance"
2141,mahindra.com,"Mahindra & Mahindra","India","Transportation & Logistics"
2142,mahkotagroup.com,"Mahkota Group","Indonesia","Other"
2143,makemytrip.com,"MakeMyTrip","India","Other"
2144,makhaswaholdings.co.za,"Makhaswa Holdings","South Africa","Critical Infrastructure"
2145,makino.co.jp,"Makino","Japan","Other"
2146,makita.co.jp,"Makita","Japan","Other"
2147,mcdc.com.sa,"Makkah Construction and Development Co.","Saudi Arabia","Other"
2148,mbagroup.id,"Makmur Berkah Amanda","Indonesia","Critical Infrastructure"
2149,mtwi.co.id,"Malacca Trust Wuwungan Insurance","Indonesia","Banking & Finance"
2150,malamteam.com,"Malam-team Ltd.","Israel","Technology"
2151,malath.com.sa,"Malath Cooperative Insurance Co.","Saudi Arabia","Insurance"
2152,malaysiaairlines.com,"Malaysia Airlines","Malaysia","Other"
2153,maman-group.co.il,"Maman- Cargo Terminals & Handling Ltd.","Israel","Transportation & Logistics"
2154,majapahitinticorpora.co.id,"Maming Enam Sembilan Mineral","Indonesia","Transportation & Logistics"
2155,manac.com.au,"Manaccom","Australia","Technology"
2156,manawaenergy.co.nz,"Manawa Energy","New Zealand","Energy & Utilities"
2157,mandalafinance.com,"Mandala Multifinance","Indonesia","Banking & Finance"
2158,mandom.co.id,"Mandom Indonesia","Indonesia","Retail & E-commerce"
2159,manulife.ca,"Manulife Financial","Japan","Insurance"
2160,maoyan.com,"Maoyan entertainment","People's Republic of China","Other"
2161,maoye.cn,"Maoye International","People's Republic of China","Retail & E-commerce"
2162,mapactive.id,"MAP Aktif Adiperkasa","Indonesia","Retail & E-commerce"
2163,mbai.co.id,"MAP Boga Adiperkasa","Indonesia","Other"
