rank,domain,company_name,country,sector
3069,sealinktravelgroup.com.au,"SeaLink Travel Group","Australia","Other"
3070,seat.com,"SEAT","Spain","Transportation & Logistics"
3071,securitas.com,"Securitas","Sweden","Other"
3072,securitybank.com,"Security Bank Corporation","Philippines","Banking & Finance"
3073,seek.com.au,"Seek Limited","Australia","Other"
3074,seera.sa,"Seera Group Holding","Saudi Arabia","Other"
3075,sefalana.com,"Sefalana","Botswana","Retail & E-commerce"
3076,segasammy.co.jp,"Sega Sammy Holdings","Japan","Other"
3077,segesa.gq,"Segesa","Equatorial Guinea","Other"
3078,sehirhatlari.istanbul,"Şehir Hatları","Turkey","Other"
3079,seibuholdings.co.jp,"Seibu Holdings","Japan","Other"
3080,corporate.epson,"Seiko Epson","Japan","Other"
3081,seiko.co.jp,"Seiko","Japan","Other"
3082,seino.co.jp,"Seino Holdings","Japan","Other"
3083,sbatextile.com,"Sejahtera Bintang Abadi Textile","Indonesia","Other"
3084,mayapadahospital.com,"Sejahteraraya Anugrahjaya","Indonesia","Healthcare"
3085,sekar.co.id,"Sekar Laut","Indonesia","Other"
3086,sekisuihouse.co.jp,"Sekisui House","Japan","Other"
3087,smsm.co.id,"Selamat Sempurna","Indonesia","Other"
3088,sellacapital.com,"Sella Capital Real Estate Ltd","Israel","Other"
3089,sembcorp.com,"Sembcorp","Singapore","Other"
3090,sempio.com,"Sempio Foods","South Korea","Other"
3091,senao.com.tw,"Senao International","Taiwan","Other"
3092,senexenergy.com.au,"Senex Energy Limited","Australia","Energy & Utilities"
3093,sensetime.com,"SenseTime","People's Republic of China","Other"
3094,senshuikeda-hd.co.jp,"Senshu Ikeda Holdings","Japan","Other"
3095,sentinelone.com,"SentinelOne","Israel","Technology"
3096,sentrafood.co.id,"Sentra Food Indonesia","Indonesia","Other"
3097,sentral.co.id,"Sentral Mitra Informatika","Indonesia","Technology"
3098,sbs.co.kr,"Seoul Broadcasting System","South Korea","Other"
3099,seoul-food.co.kr,"Seoul Food","South Korea","Other"
3100,sepahanoil.com,"Sepahan Oil Company (SOC)","Iran","Energy & Utilities"
3101,en.seres.cn,"Seres Group","People's Republic of China","Transportation & Logistics"
3102,servay.com.my,"Servay Hypermarket","Malaysia","Other"
3103,servcorp.com,"Servcorp","Australia","Other"
3104,7andi.com,"Seven & I Holdings Co.","Japan","Retail & E-commerce"
3105,sevengroup.com.au,"Seven Group Holdings","Australia","Energy & Utilities"
3106,sevenwestmedia.com.au,"Seven West Media","Australia","Media & Entertainment"
3107,sf-express.com,"SF Express","People's Republic of China","Transportation & Logistics"
3108,sf-pv.com,"SFCE","Hong Kong","Other"
3109,sg-hldgs.co.jp,"SG Holdings","Japan","Other"
3110,sg-micro.com,"SG Micro","People's Republic of China","Technology"
3111,sgcenergy.co.kr,"SGC Energy","South Korea","Energy & Utilities"
3112,shxcoal.com,"Shaanxi Coal Industry","People's Republic of China","Other"
3113,shagrir.co.il,"Shagrir Group Vehicle Services Ltd.","Israel","Transportation & Logistics"
3114,shahe.cn,"Shahe Industrial Company","People's Republic of China","Other"
3115,en.shahr-bank.ir,"Shahr Bank","Iran","Banking & Finance"
3116,irshad.az,"Shahrun khan","Azerbaijan","Technology"
3117,snda.com,"Shanda","People's Republic of China","Other"
3118,shandongair.com.cn,"Shandong Airlines","People's Republic of China","Other"
3119,buchang.com,"Shandong Buchang Pharma","People's Republic of China","Other"
3120,molonggroup.com,"Shandong Molong Petroleum Machinery","People's Republic of China","Energy & Utilities"
3121,shanghaiairport.com,"Shanghai Airport Authority","People's Republic of China","Other"
3122,scsb.com.tw,"Shanghai Commercial and Savings Bank","Taiwan","Banking & Finance"
3123,scg.com.cn,"Shanghai Construction Group","People's Republic of China","Other"
3124,gw.com.cn,"Shanghai DZH","People's Republic of China","Other"
3125,shecc.com,"Shanghai East-China Computer","People's Republic of China","Other"
3126,shanghai-electric.com,"Shanghai Electric","People's Republic of China","Other"
3127,hyron.com,"Shanghai Hyron Software","People's Republic of China","Other"
3128,sihl.com.hk,"Shanghai Industrial Holdings","People's Republic of China","Other"
3129,portshanghai.com.cn,"Shanghai International Port","People's Republic of China","Other"
3130,jahwa.com.cn,"Shanghai Jahwa Corporation","People's Republic of China","Other"
3131,jinjianghotels.com.cn,"Shanghai Jin Jiang Capital Company Limited","People's Republic of China","Other"
3132,ljz.com.cn,"Shanghai Lujiazui Finance & Trade Zone Development","People's Republic of China","Critical Infrastructure"
3133,opg.cn,"Shanghai Oriental Pearl Media","People's Republic of China","Other"
3134,spc.com.cn,"Shanghai Petrochemical","People's Republic of China","Other"
3135,pharm-sh.com.cn,"Shanghai Pharmaceuticals","People's Republic of China","Other"
3136,spdb.com.cn,"Shanghai Pudong Development Bank","People's Republic of China","Banking & Finance"
3137,putailai.com,"Shanghai Putailai New Energy Technology Co."," Ltd.","People's Republic of China"
3138,shmetro.com,"Shanghai Shentong Metro Group Co."," Ltd.","People's Republic of China"
3139,stec.net,"Shanghai Tunnel Engineering Co.","Ltd.","People's Republic of China"
3140,shangri-la.com,"Shangri-La Hotels and Resorts","People's Republic of China","Other"
3141,shaniv.com,"Shaniv Paper Industry","Israel","Retail & E-commerce"
3142,shantdigitaltv.com,"Shant Digital TV","Armenia","Other"
3143,sxjh.com.cn,"Shanxi Coking Co."," Ltd.","People's Republic of China"
3144,tgbx.tisco.com.cn,"Shanxi Taigang Stainless Steel Co."," Ltd.","People's Republic of China"
3145,shapir.co.il,"Shapir Engineering And Industry Ltd","Israel","Other"
3146,albahacompany.com,"Sharikat al-Barakah lil-Istithmār wa-al-Tanmiyah","Saudi Arabia","Other"
3147,global.sharp,"Sharp Corporation","Japan","Technology"
3148,shell.com,"Shell","United Kingdom","Energy & Utilities"
3149,shenergy.net.cn,"Shenergy Company","People's Republic of China","Energy & Utilities"
3150,shengheholding.com,"Shenghe Resources","People's Republic of China","Energy & Utilities"
3151,shengjingbank.com.cn,"Shengjing Bank","People's Republic of China","Other"
3152,swhygh.com,"Shenwan Hongyuan","People's Republic of China","Other"
3153,smtcl.com,"Shenyang Machine Tool","People's Republic of China","Other"
3154,smtcl.com,"Shenyang Machine Tool","People's Republic of China","Other"
3155,szap.com,"Shenzhen Agricultural Products Group","People's Republic of China","Other"
3156,szairport.com,"Shenzhen Bao'an International Airport","People's Republic of China","Other"
3157,capchem.com,"Shenzhen Capchem Technology Co.","Ltd.","People's Republic of China"
3158,cbc.com.cn,"Shenzhen China Bicycle Company","People's Republic of China","Other"
3159,desaybattery.com,"Shenzhen Desay Battery Technology Co. Ltd.","People's Republic of China","Other"
3160,sec.com.cn,"Shenzhen Energy Group","People's Republic of China","Other"
3161,cau-tech.com,"Shenzhen GuoHua Network Security Technology","People's Republic of China","Other"
3162,en.inovance.cn,"Shenzhen Inovance Technology Co."," Ltd","People's Republic of China"
3163,szihl.com,"Shenzhen International Holdings","People's Republic of China","Transportation & Logistics"
3164,sihbay.com,"Shenzhen Investment Holdings Bay Area Development","Hong Kong","Other"
3165,shenzheninvestment.com,"Shenzhen Investment","People's Republic of China","Other"
3166,biokangtai.com,"Shenzhen Kangtai Biological Products","People's Republic of China","Other"
3167,szwuye.com.cn,"Shenzhen Properties & Resources Development Group","People's Republic of China","Other"
3168,rapoo.com,"Shenzhen Rapoo Technology Co.","Ltd.","People's Republic of China"
3169,nonfemet.com,"Shenzhen Zhongjin Lingnan Nonfemet Company","People's Republic of China","Other"
3170,sos.co.id,"Shield On Service","Indonesia","Other"
3171,shihlin.com.tw,"Shihlin Paper","Taiwan","Other"
3172,shikharfinance.com.np,"Shikhar Finance Limited","Nepal","Banking & Finance"
3173,shikharfinance.com.np,"Shikhar Finance Limited","Nepal","Banking & Finance"
3174,shikharinsurance.com,"Shikhar Insurance Co. Ltd.","Nepal","Insurance"
3175,shikunbinui.com,"Shikun & Binui Ltd.","Israel","Critical Infrastructure"
3176,shimadzu.co.jp,"Shimadzu Corp.","Japan","Other"
3177,shimano.com,"Shimano","Empire of Japan","Other"
3178,shimz.co.jp,"Shimizu Corporation","Japan","Critical Infrastructure"
3179,seco.co.kr,"Shin Han Eng. & Const. Co."," Ltd.","South Korea"
3180,skfh.com.tw,"Shin Kong Financial Holding","Taiwan","Banking & Finance"
3181,skinsurance.com.tw,"Shin Kong Insurance","Taiwan","Insurance"
3182,sks.com.tw,"Shin Kong Security Company","Taiwan","Other"
3183,shinetsu.co.jp,"Shin-Etsu Chemical","Japan","Other"
3184,shine.com.au,"Shine Lawyers","Australia","Other"
3185,shinhan.com,"Shinhan Bank","South Korea","Banking & Finance"
3186,shinhangroup.com,"Shinhan Financial Group","South Korea","Banking & Finance"
3187,shininggroup.com.tw,"Shining Group","Taiwan","Other"
3188,shinkibus.co.jp,"Shinki Bus","Japan","Transportation & Logistics"
3189,shionogi.com,"Shionogi","Japan","Technology"
3190,corp.shiseido.com,"Shiseido","Japan","Other"
3191,shivatex.in,"Shiva Texyarn Limited","India","Other"
3192,shivamcement.com,"Shivam Cements Limited","Nepal","Other"
3193,shizuokabank.co.jp,"Shizuoka Bank","Japan","Banking & Finance"
3194,mapple.co.jp,"Shobunsha","Japan","Other"
3195,shoprite.co.ao,"Shoprite","South Africa","Retail & E-commerce"
3196,shougang-intl.com.hk,"Shoucheng Holdings","People's Republic of China","Other"
3197,showa-shell.co.jp,"Showa Shell Sekiyu","Japan","Energy & Utilities"
3198,showtime.com.au,"Showtime movie channels","Australia","Other"
3199,shreefinance.com.np,"Shree Investment Finance Co. Ltd.","Nepal","Banking & Finance"
3200,shuanghui.net,"Shuanghui","People's Republic of China","Other"
3201,shufersal.co.il,"Shufersal Ltd.","Israel","Retail & E-commerce"
3202,shunxinholdings.com,"Shunxin Agriculture","People's Republic of China","Other"
3203,scb.co.th,"Siam Commercial Bank","Thailand","Banking & Finance"
3204,siantartop.co.id,"Siantar Top","Indonesia","Other"
3205,sibanyestillwater.com,"Sibanye-Stillwater","South Africa","Energy & Utilities"
3206,cygs.com,"Sichuan Expressway Company","People's Republic of China","Other"
3207,siddharthabank.com,"Siddhartha Bank Limited","Nepal","Banking & Finance"
3208,sidomuncul.co.id,"Sido Muncul","Indonesia","Healthcare"
3209,sidomulyo.com,"Sidomulyo Selaras","Indonesia","Critical Infrastructure"
3210,sieradproduce.com,"Sierad Produce","Indonesia","Other"
3211,corporate.sify.com,"Sify","India","Other"
3212,semenindonesia.com,"SIG (Company)","Indonesia","Other"
3213,sigmaco.com.au,"Sigma Healthcare Limited","Australia","Healthcare"
3214,signal-ent.com,"Signal Entertainment Group","South Korea","Other"
3215,silicom-usa.com,"Silicom","Israel","Other"
3216,siliconmotion.com,"Silicon Motion","Taiwan","Other"
3217,siliconworks.co.kr,"Silicon Works (South Korea)","South Korea","Other"
3218,sillomaritime.com,"Sillo Maritime Perdana","Indonesia","Critical Infrastructure"
3219,siloamhospitals.com,"Siloam Hospitals Group","Indonesia","Healthcare"
3220,similarweb.com,"Similarweb","Israel","Technology"
3221,simsmm.com,"Sims Metal Management","Australia","Other"
3222,sinabank.ir,"Sina Bank","Iran","Banking & Finance"
3223,sina.com.cn,"Sina Corporation","People's Republic of China","Media & Entertainment"
3224,sinanengroup.co.jp,"Sinanen Holdings","Japan","Other"
3225,smma.co.id,"Sinar Mas Multiartha","Indonesia","Other"
3226,sindoh.com,"Sindoh Co."," Ltd.","South Korea"
3227,sinergiplastama.co.id,"Sinergi Inti Plastindo","Indonesia","Other"
3228,sinergimegahtbk.com,"Sinergi Megah Internusa","Indonesia","Other"
3229,singtaonewscorp.com,"Sing Tao News Corporation Limited","People's Republic of China","Media & Entertainment"
3230,singaporeair.com,"Singapore Airlines","Singapore","Transportation & Logistics"
3231,sph.com.sg,"Singapore Press Holdings","Singapore","Media & Entertainment"
3232,sgx.com,"Singapore Stock Exchange","Singapore","Other"
3233,singarajaputra.com,"Singaraja Putra","Indonesia","Other"
3234,singersl.com,"Singer","Sri Lanka","Other"
3235,singtel.com,"SingTel","Singapore","Telecommunications"
3236,sinobiopharm.com,"Sino Biopharmaceutical Limited","Hong Kong","Other"
3237,sino-land.com,"Sino Hotels","People's Republic of China","Other"
3238,sinooceanland.com,"Sino-Ocean Group","People's Republic of China","Other"
3239,sinofert.com,"Sinofert Holdings","People's Republic of China","Other"
3240,sinopac.com,"SinoPac Financial Holdings Company Limited","Taiwan","Banking & Finance"
3241,sinopecgroup.com,"Sinopec","People's Republic of China","Energy & Utilities"
3242,sinopharmgroup.com.cn,"Sinopharm Group","People's Republic of China","Healthcare"
3243,sinopharm.com,"Sinopharm","People's Republic of China","Technology"
3244,sinotrans.com,"Sinotrans Limited","People's Republic of China","Transportation & Logistics"
3245,sinotranship.com,"Sinotrans Shipping","People's Republic of China","Transportation & Logistics"
3246,sinotruk.com,"Sinotruk (Hong Kong) Limited","People's Republic of China","Transportation & Logistics"
3247,sinovac.com,"Sinovac Biotech","People's Republic of China","Healthcare"
3248,sinovel.com,"Sinovel","People's Republic of China","Other"
3249,sitarapropertindo.com,"Sitara Propertindo","Indonesia","Critical Infrastructure"
3250,sitc.com,"SITC International Holdings Company Limited","Hong Kong","Other"
3251,siwani.co.id,"Siwani Makmur","Indonesia","Other"
3252,sjku.co.kr,"SJG Sejong","South Korea","Other"
3253,sjmholdings.com,"SJM HOLDINGS LTD.","People's Republic of China","Other"
3254,sjvn.nic.in,"SJVN","India","Other"
3255,skbioland.com,"SK bioland","South Korea","Other"
3256,skhynix.com,"SK Hynix","South Korea","Technology"
3257,sk-inc.com,"SK Inc.","South Korea","Other"
3258,skinnovation.com,"SK Innovation","South Korea","Other"
3259,sknetworks.co.kr,"SK Networks","South Korea","Other"
3260,sks.co.kr,"SK Securities","South Korea","Other"
3261,sktelecom.com,"SK Telecom","South Korea","Other"
3262,sky-energy.co.id,"Sky Energy Indonesia","Indonesia","Other"
3263,skyperfectjsat.space,"SKY Perfect JSAT Holdings","Japan","Telecommunications"
3264,skycity.co.nz,"Skycity Entertainment Group","New Zealand","Other"
3265,skyworth.com,"Skyworth","People's Republic of China","Technology"
3266,slatergordon.com.au,"Slater and Gordon","Australia","Other"
3267,sljglobal.com,"SLJ Global","Indonesia","Other"
3268,slt.lk,"SLTMobitel","Sri Lanka","Telecommunications"
3269,smcultureandcontents.com,"SM Culture & Contents","South Korea","Media & Entertainment"
3270,smentertainment.com,"SM Entertainment","South Korea","Other"
3271,smart-shooter.com,"Smart Shooter","Israel","Other"
3272,smartfren.com,"Smartfren","Indonesia","Telecommunications"
3273,smcworld.com,"SMC Corporation","Japan","Other"
3274,smrutama.com,"SMR Utama","Indonesia","Energy & Utilities"
3275,hisnt.com,"SNT Energy","South Korea","Other"
3276,sodastream.com,"SodaStream","Israel","Retail & E-commerce"
3277,group.softbank,"SoftBank Group","Japan","Technology"
3278,softbank.jp,"SoftBank Mobile","Japan","Telecommunications"
3279,sofwave.com,"Sofwave Medical","Israel","Other"
3280,sohochina.com,"SOHO China","People's Republic of China","Other"
3281,sohu.com,"Sohu","People's Republic of China","Other"
3282,sojitz.com,"Sojitz","Japan","Other"
3283,solaredge.com,"SolarEdge","Israel","Other"
3284,solborn.co.kr,"Solborn","South Korea","Other"
3285,solgold.com.au,"Solomon Gold","Australia","Energy & Utilities"
3286,solum-group.co.kr,"SoluM","South Korea","Other"
3287,solusibangunindonesia.com,"Solusi Bangun Indonesia","Indonesia","Other"
3288,stptower.com,"Solusi Tunas Pratama","Indonesia","Critical Infrastructure"
3289,enmtp.com,"Somatel Liebherr","Algeria","Other"
3290,sompo-hd.com,"SOMPO","Japan","Other"
3291,sonatopas.co.id,"Sona Topas Tourism Industry","Indonesia","Other"
3292,sonelgaz.dz,"Sonelgaz","Algeria","Other"
3293,sonichealthcare.com,"Sonic Healthcare","Australia","Other"
3294,sonyfg.co.jp,"Sony Financial Holdings","Japan","Banking & Finance"
3295,sony.co.in,"Sony Group","Japan","Technology"
3296,soracom.io,"Soracom","Japan","Other"
3297,sotetsu.co.jp,"Sotetsu Holdings","Japan","Other"
3298,sourcenext.com,"Sourcenext","Japan","Telecommunications"
3299,southindianbank.com,"South Indian Bank","India","Banking & Finance"
3300,south32.net,"South32","Australia","Energy & Utilities"
3301,southeastcement.com.tw,"Southeast Cement Corporation","Taiwan","Other"
3302,spcc.sa,"Southern Province Cement Co.","Saudi Arabia","Other"
3303,amos-spacecom.com,"Spacecom","Israel","Telecommunications"
3304,spark.co.nz,"Spark New Zealand","New Zealand","Other"
3305,sparshamicrofinance.com,"Sparsha Laghubitta Bittiya Sanstha Limited","Nepal","Banking & Finance"
3306,samlipgf.co.kr,"SPC Samlip","South Korea","Other"
3307,spicejet.com,"SpiceJet","India","Other"
3308,sportsseoul.com,"Sports Seoul","South Korea","Other"
3309,ch.com,"Spring Airlines","People's Republic of China","Other"
3310,springlandgroup.com.cn,"Springland International","People's Republic of China","Retail & E-commerce"
3311,hd.square-enix.com,"Square Enix Holdings","Japan","Other"
3312,jp.square-enix.com,"Square Enix","Japan","Media & Entertainment"
3313,sritex.co.id,"Sri Rejeki Isman","Indonesia","Other"
3314,sriwahana.id,"Sriwahana Adityakarta","Indonesia","Other"
3315,sato-rs.tw,"SRS Holdings","Japan","Other"
3316,ssangyongcne.co.kr,"Ssangyong C&E Co."," Ltd.","South Korea"
3317,stengg.com,"ST Engineering","Singapore","Technology"
3318,stagecoachgroup.com,"Stagecoach Group","United Kingdom","Transportation & Logistics"
3319,standardbank.co.za,"Standard Bank","South Africa","Banking & Finance"
3320,sc.com,"Standard Chartered Bank Nepal","Nepal","Banking & Finance"
3321,stanley.co.jp,"Stanley Electric","Japan","Other"
3322,starhub.com,"StarHub","Singapore","Other"
3323,starmalls.com.ph,"Starmalls","Philippines","Retail & E-commerce"
3324,starpharma.com,"Starpharma (Australia)","Australia","Other"
3325,steadfast-marine.com,"Steadfast Marine","Indonesia","Other"
3326,steadysafe.co.id,"Steady Safe","Indonesia","Transportation & Logistics"
3327,stecongroup.co.th,"Stecon Group","Thailand","Critical Infrastructure"
3328,sail.co.in,"Steel Authority of India Limited","India","Other"
3329,spindo.com,"Steel Pipe Industry of Indonesia","Indonesia","Other"
3330,sto.cn,"STO Express","People's Republic of China","Other"
3331,stockland.com.au,"Stockland","Australia","Critical Infrastructure"
3332,strauss-group.com,"Strauss Group Ltd.","Israel","Other"
3333,strideproperty.co.nz,"Stride Property","New Zealand","Other"
3334,studiodragon.net,"Studio Dragon","South Korea","Other"
3335,studiosantaent.com,"Studio Santa Claus Entertainment","South Korea","Media & Entertainment"
3336,stxengine.co.kr,"STX Engine","South Korea","Other"
3337,suedzuckergroup.com,"Südzucker","Germany","Other"
3338,sugihenergy.com,"Sugih Energy","Indonesia","Other"
3339,sugon.com,"Sugon","People's Republic of China","Technology"
3340,alfamart.co.id,"Sumber Alfaria Trijaya","Indonesia","Retail & E-commerce"
3341,itamaraya.co.id,"Sumber Energi Andalan","Indonesia","Other"
3342,sumcosi.com,"SUMCO","Japan","Technology"
3343,sumitomo-chem.co.jp,"Sumitomo Chemical","Japan","Other"
3344,sumitomocorp.co.jp,"Sumitomo Corporation","Japan","Other"
3345,sumitomoelectric.com,"Sumitomo Electric Industries","Japan","Other"
3346,shi.co.jp,"Sumitomo Heavy Industries","Japan","Other"
3347,sumitomometals.co.jp,"Sumitomo Metal Industries","Japan","Other"
3348,smm.co.jp,"Sumitomo Metal Mining","Japan","Other"
3349,smfg.co.jp,"Sumitomo Mitsui Financial Group","Japan","Banking & Finance"
3350,smth.jp,"Sumitomo Mitsui Trust Group","Japan","Banking & Finance"
3351,sumitomo-pharma.co.jp,"Sumitomo Pharma","Japan","Technology"
3352,sumitomo-rd.co.jp,"Sumitomo Realty & Development","Japan","Critical Infrastructure"
3353,sumitomotrust.co.jp,"Sumitomo Trust and Banking","Japan","Other"
3354,summareconmutiara.com,"Summarecon Agung","Indonesia","Critical Infrastructure"
3355,smt.co.il,"Summit Real Estate Holdings","Israel","Other"
3356,sunartretail.com,"Sun Art Retail Group","Hong Kong","Retail & E-commerce"
3357,shkco.com,"Sun Hung Kai & Co.","People's Republic of China","Banking & Finance"
3358,shkp.com,"Sun Hung Kai Properties","Hong Kong","Critical Infrastructure"
3359,sunpharma.com,"Sun Pharmaceutical","India","Healthcare"
3360,sunac.com.cn,"Sunac China","People's Republic of China","Other"
3361,suncorpgroup.com.au,"Suncorp Group","Australia","Insurance"
3362,sunday.com,"Sunday Communications Limited","People's Republic of China","Other"
3363,sunedison.com,"SunEdison (Singapore)","Singapore","Other"
3364,sunevision.com,"SUNeVision","People's Republic of China","Technology"
3365,kuihuayaoye.com,"Sunflower Pharmaceutical Group","People's Republic of China","Other"
3366,swhitech.com,"Sungwoo Hitech","South Korea","Transportation & Logistics"
3367,suning-universal.com,"Suning Universal","People's Republic of China","Other"
3368,suning.com,"Suning.com","People's Republic of China","Retail & E-commerce"
3369,sunnyoptical.com,"Sunny Optical Technology (Group) Company Limited","People's Republic of China","Other"
3370,sunplus.com,"Sunplus Technology","Taiwan","Other"
3371,sunrisebank.com.np,"Sunrise Bank Limited","Nepal","Banking & Finance"
3372,sunshineholdings.lk,"Sunshine Holdings PLC","Sri Lanka","Other"
3373,sunson.co.id,"Sunson Textile Manufacturer","Indonesia","Other"
3374,samsungmobile.co.il,"Suny Cellular Communication Ltd","Israel","Other"
3375,superenergi.com,"Super Energy","Indonesia","Energy & Utilities"
3376,elco.co.il,"Supergas Energy Ltd","Israel","Technology"
3377,superkrane.com,"Superkrane Mitra Utama","Indonesia","Critical Infrastructure"
3378,supor.com.cn,"Supor","People's Republic of China","Other"
3379,ranchmarket.co.id,"Supra Boga Lestari","Indonesia","Retail & E-commerce"
3380,sucaco.com,"Supreme Cable Manufacturing Corporation","Indonesia","Other"
3381,supreme.co.in,"Supreme Industries","India","Other"
3382,ru.surveymonkey.com,"SurveyMonkey","India","Technology"
3383,scm.co.id,"Surya Citra Media","Indonesia","Other"
3384,sep.co.id,"Surya Esa Perkasa","Indonesia","Energy & Utilities"
3385,sfcapital.co.id,"Surya Fajar Capital","Indonesia","Other"
3386,suryapertiwi.co.id,"Surya Pertiwi","Indonesia","Other"
3387,suryainternusa.com,"Surya Semesta Internusa","Indonesia","Critical Infrastructure"
3388,investor.toto.co.id,"Surya Toto Indonesia","Indonesia","Other"
3389,sdfinance.com.np,"Suryadarshan Finance Company Limited","Nepal","Banking & Finance"
3390,rancamayaestate.com,"Suryamas Dutamakmur","Indonesia","Critical Infrastructure"
3391,sutore.com,"Sutore","Turkey","Retail & E-commerce"
3392,suzlon.com,"Suzlon Energy","India","Energy & Utilities"
3393,suzuden.co.jp,"Suzuden Corporation","Japan","Other"
3394,globalsuzuki.com,"Suzuki Motor Corporation","Japan","Transportation & Logistics"
3395,swabhimaanmicrofinance.com,"Swabhumaan Laghubitta Bittiya Sanstha Ltd","Nepal","Banking & Finance"
3396,swala-energy.co.tz,"Swala Gas and Oil","Tanzania","Energy & Utilities"
3397,smfcl.com.np,"Swastik Merchant Finance Co. Ltd.","Nepal","Banking & Finance"
3398,swedbank.com,"Swedbank","Sweden","Banking & Finance"
3399,swirepacific.com,"Swire Pacific","People's Republic of China","Other"
3400,swireproperties.com,"Swire Properties","Hong Kong","Other"
3401,sydneyairport.com.au,"Sydney Airports Corporation Limited","Australia","Other"
3402,synaxon.com,"Synaxon","Germany","Technology"
3403,synel.co.il,"Synel Payway M.l.l Ltd","Israel","Other"
3404,synlait.com,"Synlait","New Zealand","Other"
3405,sypglass.com,"SYP Glass Group Company Limited","People's Republic of China","Other"
3406,sysmex.co.jp,"Sysmex Corporation","Japan","Other"
3407,systemgroup.net,"System Group","Iran","Technology"
3408,tbank.ru,"T-Bank","Russia","Banking & Finance"
3409,twayholdings.com,"T'way Holdings","South Korea","Other"
3410,td-holdings.co.jp,"T&D Holdings","Japan","Other"
3411,tabcorp.com.au,"Tabcorp","Australia","Other"
3412,tadco-agri.com,"Tabuk Agricultural Development Co.","Saudi Arabia","Other"
3413,tcc-sa.com,"Tabuk Cement Co.","Saudi Arabia","Other"
3414,tadano.com,"Tadano Limited","Japan","Other"
3415,tadiran-group.co.il,"Tadiran Group Ltd","Israel","Other"
3416,taekwanggroup.co.kr,"Taekwang Group","South Korea","Other"
3417,taewoong.com,"Taewoong","South Korea","Other"
3418,taeyoung.com,"Taeyoung Engineering & Construction Company","South Korea","Other"
3419,taiba.com.sa,"Taiba Investments company","Saudi Arabia","Other"
3420,tcbbank.com.tw,"Taichung Commercial Bank","Taiwan","Banking & Finance"
3421,taihan.com,"Taihan Cable & Solution","South Korea","Other"
3422,taihanfiber.com,"Taihan Fiberoptics","South Korea","Other"
3423,taipeistarbank.com.tw,"Taipei Star Bank","Taiwan","Banking & Finance"
3424,taisei.co.jp,"Taisei Corporation","Japan","Critical Infrastructure"
3425,taito.co.jp,"Taito","Japan","Other"
3426,taiwancement.com,"Taiwan Cement","People's Republic of China","Other"
3427,tcfhc.com.tw,"Taiwan Cooperative Financial Holding Co."," Ltd.","Taiwan"
3428,family.com.tw,"Taiwan FamilyMart","Taiwan","Retail & E-commerce"
3429,thsrc.com.tw,"Taiwan High Speed Rail Corporation","Taiwan","Transportation & Logistics"
3430,taiwanline.com.tw,"Taiwan Navigation","Taiwan","Transportation & Logistics"
3431,ttch.com.tw,"Taiwan Tea Corporation","Taiwan","Other"
3432,nipponsanso-hd.co.jp,"Taiyo Nippon Sanso","Japan","Other"
3433,tyhi.com,"Taiyuan Heavy","People's Republic of China","Other"
3434,takaful-malaysia.com.my,"Takaful Malaysia","Malaysia","Other"
3435,takamatsu-cg.co.jp,"Takamatsu Construction Group","Japan","Other"
3436,takara.co.jp,"Takara Holdings","Japan","Retail & E-commerce"
3437,takashimaya-global.com,"Takashimaya","Japan","Retail & E-commerce"
3438,takeda.co.jp,"Takeda Pharmaceutical Company","Japan","Healthcare"
3439,takeei.co.jp,"Takeei Corporation","Japan","Other"
3440,takweenai.com,"Takween Advanced Industries Co.","Saudi Arabia","Other"
3441,en.100tal.com,"TAL Education Group","People's Republic of China","Other"
3442,talgagroup.com,"TALGA GROUP LTD","Australia","Other"
3443,talkweb.com.cn,"talkweb","People's Republic of China","Other"
3444,tamahome.jp,"Tama Home","Japan","Critical Infrastructure"
3445,tamarpetroleum.co.il,"Tamar Petroleum Ltd","Israel","Other"
3446,tanabe-pharma.com,"Tanabe Pharma","Japan","Other"
3447,tanahlaut.co.id,"Tanah Laut","Indonesia","Other"
3448,tangeng.com.tw,"Tang Eng Iron Works","Taiwan","Other"
3449,tanla.com,"TANLA","India","Telecommunications"
3450,tapestry.com,"Tapestry"," Inc.","Australia"
3451,taro.com,"TARO Pharmaceuticals","Israel","Healthcare"
3452,tassal.com.au,"Tassal","Australia","Other"
3453,tat-technologies.com,"Tat Technologies Ltd","Israel","Other"
3454,tcs.com,"Tata Consultancy Services","India","Other"
3455,tataconsumer.com,"Tata Consumer Products","India","Other"
3456,tatainvestment.com,"Tata Investment Corporation","India","Other"
3457,tatamotors.com,"Tata Motors Ltd","India","Transportation & Logistics"
3458,tatasteel.com,"Tata Steel","India","Other"
3459,tmr.sk,"Tatry Mountain Resorts","Slovakia","Other"
3460,tayamedia.com,"Taya Investment Co. Ltd.","Israel","Other"
3461,tbc.co.kr,"TBC","South Korea","Other"
3462,tbsholdings.co.jp,"TBS Holdings Inc.","Japan","Telecommunications"
3463,electronics.tcl.com,"TCL Electronics","People's Republic of China","Other"
3464,tcl.com,"TCL Technology","People's Republic of China","Technology"
3465,tdk.com,"TDK","Japan","Technology"
3466,teac.co.jp,"TEAC Corporation","Japan","Technology"
3467,teamgroupinc.com,"Team Group Inc.","Taiwan","Other"
3468,teamwaygroup.com,"Teamway International Group Holdings Limited","People's Republic of China","Other"
