rank,domain,company_name,country,sector
239,itvplc.com,"ITV plc","United Kingdom","Media & Entertainment"
240,jdsports.com,"JD Sports","United Kingdom","Other"
241,jdsports.com,"JD Sports","United Kingdom","Other"
242,jeronimomartins.pt,"Jerónimo Martins","Portugal","Other"
243,jeronimomartins.pt,"Jerónimo Martins","Portugal","Other"
244,jeronimomartins.pt,"Jerónimo Martins","Portugal","Other"
245,matthey.com,"Johnson Matthey","United Kingdom","Materials & Chemicals"
246,matthey.com,"Johnson Matthey","United Kingdom","Materials & Chemicals"
247,justeattakeaway.com,"Just Eat Takeaway","Netherlands","Other"
248,kbc.com,"KBC Group","Belgium","Banking & Finance"
249,kbc.com,"KBC Group","Belgium","Banking & Finance"
250,kering.com,"Kering","France","Retail & Consumer"
251,kingfisher.com,"Kingfisher plc","United Kingdom","Other"
252,kingfisher.com,"Kingfisher plc","United Kingdom","Other"
253,kone.com,"Kone","Finland","Transportation & Logistics"
254,kpn.com,"Koninklijke KPN","Netherlands","Telecommunications"
255,home.kuehne-nagel.com,"Kuehne + Nagel","Switzerland","Transportation & Logistics"
256,home.kuehne-nagel.com,"Kuehne + Nagel","Switzerland","Transportation & Logistics"
257,loreal.com,"L'Oréal","France","Retail & Consumer"
258,loreal.com,"L'Oréal","France","Retail & Consumer"
259,loreal.com,"L'Oréal","France","Other"
260,landsecurities.co.uk,"Land Securities","United Kingdom","Real Estate & Infrastructure"
261,lanxess.com,"Lanxess","Germany","Materials & Chemicals"
262,leg-nrw.de,"LEG Immobilien","Germany","Real Estate & Infrastructure"
263,legalandgeneralgroup.com,"Legal & General","United Kingdom","Insurance"
264,legalandgeneralgroup.com,"Legal & General","United Kingdom","Insurance"
265,leonardo.com,"Leonardo S.p.A.","Italy","Transportation & Logistics"
266,leroyseafood.com,"Lerøy Seafood Group","Norway","Retail & Consumer"
267,libertyglobal.com,"Liberty Global","United Kingdom","Telecommunications"
268,lifecovered.nz,"LifeCo","Ireland","Insurance"
269,linde.com,"Linde plc","United Kingdom","Materials & Chemicals"
270,lindt-spruengli.com,"Lindt & Sprüngli","Switzerland","Retail & Consumer"
271,lloydsbankinggroup.com,"Lloyds Banking Group","United Kingdom","Banking & Finance"
272,logitech.com,"Logitech","Switzerland","Technology"
273,lseg.com,"London Stock Exchange Group","United Kingdom","Banking & Finance"
274,lonza.com,"Lonza Group","Switzerland","Healthcare"
275,lppsa.com,"LPP (company)","Poland","Retail & Consumer"
276,lufthansa.com,"Lufthansa","Germany","Other"
277,lumibird.com,"Lumibird","France","Technology"
278,lundin-energy.com,"Lundin Energy","Sweden","Energy & Utilities"
279,lvmh.com,"LVMH","France","Retail & Consumer"
280,mandg.co.uk,"M&G","United Kingdom","Banking & Finance"
281,mandg.co.uk,"M&G","United Kingdom","Banking & Finance"
282,maersk.com,"Maersk","Denmark","Transportation & Logistics"
283,mantruckandbus.com,"MAN SE","Germany","Transportation & Logistics"
284,mantruckandbus.com,"MAN SE","Germany","Transportation & Logistics"
285,marksandspencer.com,"Marks & Spencer","United Kingdom","Other"
286,marksandspencer.com,"Marks & Spencer","United Kingdom","Other"
287,mediobanca.com,"Mediobanca","Italy","Banking & Finance"
288,melexis.com,"Melexis","Belgium","Technology"
289,meliahotelsinternational.com,"Meliá Hotels International","Spain","Other"
290,group.mercedes-benz.com,"Mercedes-Benz Group","Germany","Other"
291,merlinproperties.com,"Merlin Properties","Spain","Real Estate & Infrastructure"
292,michelin.com,"Michelin","France","Other"
293,millicom.com,"Millicom","Sweden","Telecommunications"
294,mobicogroup.com,"Mobico Group","United Kingdom","Other"
295,monclergroup.com,"Moncler","Italy","Retail & Consumer"
296,moneysupermarket.com,"Moneysupermarket.com","United Kingdom","Media & Entertainment"
297,morphosys.com,"MorphoSys","Germany","Healthcare"
298,morrisons.com,"Morrisons","United Kingdom","Other"
299,mtu.de,"MTU Aero Engines","Germany","Transportation & Logistics"
300,mtu.de,"MTU Aero Engines","Germany","Transportation & Logistics"
301,munichre.com,"Munich Re","Germany","Insurance"
302,nbg.gr,"National Bank of Greece","Greece","Banking & Finance"
303,nationalgrid.com,"National Grid plc","United Kingdom","Energy & Utilities"
304,nationalgrid.com,"National Grid plc","United Kingdom","Energy & Utilities"
305,nationalgrid.com,"National Grid plc","United Kingdom","Energy & Utilities"
306,naturgy.com,"Naturgy","Spain","Energy & Utilities"
307,naturgy.com,"Naturgy","Spain","Energy & Utilities"
308,natwestgroup.com,"NatWest Group","United Kingdom","Banking & Finance"
309,nemetschek.com,"Nemetschek","Germany","Technology"
310,neoen.com,"Neoen","France","Energy & Utilities"
311,neste.com,"Neste","Finland","Energy & Utilities"
312,nestle.com,"Nestlé","Switzerland","Retail & Consumer"
313,nexans.com,"Nexans","France","Transportation & Logistics"
314,nexigroup.com,"Nexi","Italy","Transportation & Logistics"
315,next.co.uk,"Next plc","United Kingdom","Other"
316,nibe.com,"Nibe Industrier","Sweden","Other"
317,nn-group.com,"NN Group","Netherlands","Insurance"
318,nokia.com,"Nokia","Finland","Technology"
319,nordea.com,"Nordea","Finland","Banking & Finance"
320,nordea.com,"Nordea","Finland","Banking & Finance"
321,hydro.com,"Norsk Hydro","Norway","Materials & Chemicals"
322,novartis.com,"Novartis","Switzerland","Healthcare"
323,novonordisk.com,"Novo Nordisk","Denmark","Healthcare"
324,oerlikon.com,"OC Oerlikon","Switzerland","Transportation & Logistics"
325,ocado.com,"Ocado","United Kingdom","Other"
326,ocado.com,"Ocado","United Kingdom","Other"
327,oci.co.kr,"OCI (company)","Netherlands","Materials & Chemicals"
328,omv.com,"OMV","Austria","Energy & Utilities"
329,omv.com,"OMV","Austria","Energy & Utilities"
330,orange.com,"Orange S.A.","France","Telecommunications"
331,orange.com,"Orange S.A.","France","Telecommunications"
332,orkla.com,"Orkla ASA","Norway","Retail & Consumer"
333,orsted.com,"Ørsted (company)","Denmark","Energy & Utilities"
334,pandoragroup.com,"Pandora (jewelry)","Denmark","Retail & Consumer"
335,partnersgroup.net,"Partners Group","Switzerland","Banking & Finance"
336,pearson.com,"Pearson plc","United Kingdom","Media & Entertainment"
337,pearson.com,"Pearson PLC","United Kingdom","Media & Entertainment"
338,pennon-group.co.uk,"Pennon Group","United Kingdom","Energy & Utilities"
339,pernod-ricard.com,"Pernod Ricard","France","Retail & Consumer"
340,persimmonhomes.com,"Persimmon plc","United Kingdom","Retail & Consumer"
341,phoenixgroup.eu,"Phoenix Group","United Kingdom","Insurance"
342,phoenixgroup.eu,"Phoenix Group","United Kingdom","Insurance"
343,pirelli.com,"Pirelli","Italy","Other"
344,polypeptide.com,"PolyPeptide Group","Switzerland","Healthcare"
345,porsche.com,"Porsche","Germany","Other"
346,porsche-se.com,"Porsche SE","Germany","Other"
347,poste.it,"Poste Italiane","Italy","Insurance"
348,postnl.be,"PostNL","Netherlands","Transportation & Logistics"
349,proximus.be,"Proximus","Belgium","Telecommunications"
350,prudentialplc.com,"Prudential plc","United Kingdom","Insurance"
351,prudentialplc.com,"Prudential plc","United Kingdom","Insurance"
352,prysmian.com,"Prysmian","Italy","Transportation & Logistics"
353,prysmian.com,"Prysmian","Italy","Transportation & Logistics"
354,publicisgroupe.com,"Publicis","France","Media & Entertainment"
355,eu.puma.com,"Puma (brand)","Germany","Retail & Consumer"
356,qiagen.com,"Qiagen","Netherlands","Healthcare"
357,quilter.com,"Quilter plc","United Kingdom","Banking & Finance"
358,rbinternational.com,"Raiffeisen Bank International","Austria","Banking & Finance"
359,rational-online.com,"Rational AG","Germany","Transportation & Logistics"
360,reckitt.com,"Reckitt","United Kingdom","Other"
361,reckitt.com,"Reckitt","United Kingdom","Other"
362,recordati.com,"Recordati","Italy","Healthcare"
363,redeia.com,"Redeia","Spain","Energy & Utilities"
364,redeia.com,"Redeia","Spain","Energy & Utilities"
